transaction_id,customer_id,product_id,city,transaction_date,quantity,price,discount,revenue
1800,33,110,Hyderabad,2026-02-15,4,45000.0,0.25,135000.0
1801,430,108,Delhi,2026-03-20,5,15000.0,0.1,67500.0
1802,749,104,Mumbai,2025-05-19,3,8000.0,0.35,15600.0
1803,17,104,Bangalore,2026-03-18,4,8000.0,0.2,25600.0
1804,474,107,Bangalore,2025-11-07,3,50000.0,0.3,105000.0
1805,325,108,Bangalore,2026-02-19,4,15000.0,0.25,45000.0
1806,104,106,Hyderabad,2025-11-22,5,80000.0,0.4,240000.0
1807,169,110,Mumbai,2025-07-26,1,45000.0,0.4,27000.0
1808,930,110,Chennai,2026-04-08,4,45000.0,0.1,162000.0
1809,848,109,Hyderabad,2025-07-16,3,65000.0,0.25,146250.0
1810,618,104,Chennai,2026-02-22,3,8000.0,0.05,22800.0
1811,888,107,Hyderabad,2026-03-26,4,50000.0,0.2,160000.0
1812,102,110,Mumbai,2025-11-06,2,45000.0,0.05,85500.0
1813,50,106,Mumbai,2025-06-18,2,80000.0,0.2,128000.0
1814,343,104,Bangalore,2025-06-22,1,8000.0,0.05,7600.0
1815,850,108,Chennai,2025-10-11,2,15000.0,0.25,22500.0
1816,119,110,Delhi,2025-08-03,4,45000.0,0.3,126000.0
1817,253,104,Delhi,2026-01-26,2,8000.0,0.15,13600.0
1818,90,110,Chennai,2025-04-25,2,45000.0,0.05,85500.0
1819,672,110,Delhi,2025-11-19,2,45000.0,0.4,54000.0
1820,262,108,Mumbai,2025-12-21,1,15000.0,0.05,14250.0
1821,50,105,Mumbai,2025-06-22,5,45000.0,0.15,191250.0
1822,847,102,Delhi,2025-12-02,1,70000.0,0.3,49000.0
1823,770,106,Mumbai,2025-07-29,4,80000.0,0.4,192000.0
1824,415,108,Delhi,2025-08-07,2,15000.0,0.4,18000.0
1825,443,102,Chennai,2026-03-06,3,70000.0,0.3,147000.0
1826,300,106,Hyderabad,2025-09-21,4,80000.0,0.15,272000.0
1827,830,109,Hyderabad,2026-03-26,4,65000.0,0.25,195000.0
1828,627,107,Bangalore,2026-04-04,1,50000.0,0.15,42500.0
1829,745,106,Hyderabad,2025-08-30,2,80000.0,0.25,120000.0
1830,309,101,Delhi,2025-05-05,5,250000.0,0.25,937500.0
1831,762,103,Mumbai,2026-04-01,1,1300.0,0.05,1235.0
1832,352,102,Delhi,2025-07-03,2,70000.0,0.05,133000.0
1833,809,110,Bangalore,2025-08-06,5,45000.0,0.35,146250.0
1834,999,107,Hyderabad,2025-08-05,2,50000.0,0.3,70000.0
1835,935,107,Mumbai,2025-10-10,3,50000.0,0.15,127500.0
1836,208,106,Hyderabad,2026-08-04,3,80000.0,0.05,228000.0
1837,362,106,Bangalore,2026-01-23,5,80000.0,0.2,320000.0
1838,762,102,Mumbai,2026-01-24,2,70000.0,0.15,119000.0
1839,671,104,Chennai,2026-01-16,4,8000.0,0.4,19200.0
1840,129,101,Bangalore,2026-03-30,3,250000.0,0.35,487500.0
1841,651,110,Hyderabad,2026-02-25,5,45000.0,0.15,191250.0
1843,308,104,Mumbai,2026-04-03,3,8000.0,0.25,18000.0
1844,752,110,Chennai,2025-10-03,5,45000.0,0.05,213750.0
1845,557,102,Hyderabad,2025-07-11,2,70000.0,0.25,105000.0
1846,987,101,Delhi,2025-01-08,3,250000.0,0.4,450000.0
1847,127,105,Bangalore,2025-02-12,2,45000.0,0.3,62999.99999999999
1848,977,110,Chennai,2025-07-17,2,45000.0,0.4,54000.0
1849,720,103,Bangalore,2025-09-06,3,1300.0,0.15,3315.0
1850,167,110,Delhi,2025-12-14,3,45000.0,0.35,87750.0
1851,20,107,Chennai,2025-07-30,1,50000.0,0.1,45000.0
1852,510,109,Bangalore,2025-11-30,2,65000.0,0.35,84500.0
1853,185,103,Mumbai,2025-11-29,4,1300.0,0.25,3900.0
1854,853,105,Mumbai,2026-03-11,1,45000.0,0.15,38250.0
1855,561,103,Mumbai,2025-09-24,5,1300.0,0.1,5850.0
1856,258,103,Chennai,2026-03-26,3,1300.0,0.3,2730.0
1857,481,108,Chennai,2025-08-14,5,15000.0,0.25,56250.0
1858,264,109,Bangalore,2025-12-13,3,65000.0,0.25,146250.0
1859,274,110,Bangalore,2025-08-24,5,45000.0,0.15,191250.0
1860,719,110,Chennai,2025-08-06,2,45000.0,0.2,72000.0
1861,617,102,Delhi,2026-03-23,1,70000.0,0.3,49000.0
1862,359,109,Delhi,2025-06-14,1,65000.0,0.35,42250.0
1863,110,108,Delhi,2025-06-02,5,15000.0,0.15,63750.0
1864,750,105,Hyderabad,2025-11-29,4,45000.0,0.05,171000.0
1865,904,102,Bangalore,2025-10-17,4,70000.0,0.15,238000.0
1866,301,108,Delhi,2025-11-01,1,15000.0,0.15,12750.0
1867,703,106,Delhi,2026-08-04,1,80000.0,0.1,72000.0
1868,40,104,Hyderabad,2026-02-01,4,8000.0,0.35,20800.0
1869,540,110,Delhi,2025-10-12,1,45000.0,0.4,27000.0
1870,212,101,Bangalore,2026-01-16,3,250000.0,0.3,525000.0
1871,563,103,Hyderabad,2025-05-30,3,1300.0,0.1,3510.0
1872,473,103,Hyderabad,2026-03-04,4,1300.0,0.05,4940.0
1873,254,109,Hyderabad,2025-06-13,3,65000.0,0.25,146250.0
1874,887,104,Bangalore,2025-04-20,5,8000.0,0.1,36000.0
1875,417,108,Delhi,2026-03-25,5,15000.0,0.3,52500.0
1876,976,101,Chennai,2025-10-08,5,250000.0,0.4,750000.0
1877,135,109,Bangalore,2025-05-01,3,65000.0,0.25,146250.0
1878,808,103,Mumbai,2025-08-15,4,1300.0,0.4,3120.0
1879,69,109,Chennai,2025-08-21,2,65000.0,0.4,78000.0
1880,735,105,Bangalore,2025-08-10,1,45000.0,0.1,40500.0
1881,979,101,Hyderabad,2025-05-06,3,250000.0,0.15,637500.0
1882,538,103,Bangalore,2025-12-13,4,1300.0,0.3,3640.0
1883,434,101,Bangalore,2026-01-27,2,250000.0,0.3,350000.0
1884,361,102,Delhi,2025-07-24,4,70000.0,0.2,224000.0
1885,87,106,Chennai,2025-07-29,2,80000.0,0.3,112000.0
1886,338,102,Delhi,2025-07-06,1,70000.0,0.3,49000.0
1887,473,109,Hyderabad,2025-06-12,2,65000.0,0.3,91000.0
1888,901,103,Mumbai,2026-03-31,4,1300.0,0.05,4940.0
1889,191,101,Bangalore,2026-01-01,4,250000.0,0.35,650000.0
1890,38,108,Bangalore,2025-09-27,3,15000.0,0.3,31500.0
1891,884,110,Delhi,2025-05-05,5,45000.0,0.3,157500.0
1892,637,102,Bangalore,2026-02-16,1,70000.0,0.3,49000.0
1894,639,108,Bangalore,2025-06-20,1,15000.0,0.15,12750.0
1895,209,101,Chennai,2026-02-26,4,250000.0,0.3,700000.0
1896,394,104,Mumbai,2025-03-10,4,8000.0,0.3,22400.0
1897,998,107,Delhi,2025-05-19,3,50000.0,0.25,112500.0
1898,213,103,Hyderabad,2025-11-14,3,1300.0,0.2,3120.0
1899,104,106,Hyderabad,2025-02-12,3,80000.0,0.1,216000.0
1900,182,102,Hyderabad,2025-05-17,5,70000.0,0.1,315000.0
1901,984,110,Bangalore,2026-02-09,3,45000.0,0.2,108000.0
1902,642,101,Bangalore,2025-07-26,1,250000.0,0.25,187500.0
1903,970,108,Delhi,2025-10-07,1,15000.0,0.15,12750.0
1904,67,102,Chennai,2026-02-02,1,70000.0,0.15,59500.0
1905,382,103,Mumbai,2025-04-09,5,1300.0,0.3,4550.0
1906,940,107,Chennai,2025-10-23,5,50000.0,0.1,225000.0
1907,936,110,Hyderabad,2025-01-10,1,45000.0,0.25,33750.0
1908,556,109,Mumbai,2025-12-24,5,65000.0,0.1,292500.0
1909,742,101,Delhi,2026-04-04,1,250000.0,0.2,200000.0
1910,814,106,Hyderabad,2025-07-19,2,80000.0,0.2,128000.0
1911,431,102,Bangalore,2025-04-23,2,70000.0,0.15,119000.0
1912,933,106,Bangalore,2026-08-03,4,80000.0,0.1,288000.0
1913,681,110,Mumbai,2025-05-07,2,45000.0,0.25,67500.0
1914,379,107,Mumbai,2025-04-25,5,50000.0,0.3,175000.0
1915,62,108,Delhi,2025-10-16,1,15000.0,0.05,14250.0
1916,53,109,Hyderabad,2025-04-16,5,65000.0,0.05,308750.0
1917,745,110,Hyderabad,2026-01-18,5,45000.0,0.35,146250.0
1918,565,101,Mumbai,2025-12-02,2,250000.0,0.15,425000.0
1919,888,106,Hyderabad,2025-05-29,1,80000.0,0.35,52000.0
1920,842,109,Hyderabad,2025-07-15,5,65000.0,0.05,308750.0
1921,728,109,Chennai,2026-04-12,1,65000.0,0.05,61750.0
1922,943,101,Chennai,2025-08-09,1,250000.0,0.25,187500.0
1923,72,106,Chennai,2026-02-24,5,80000.0,0.4,240000.0
1924,497,106,Mumbai,2025-01-09,4,80000.0,0.1,288000.0
1925,298,108,Delhi,2025-12-14,5,15000.0,0.15,63750.0
1926,305,106,Delhi,2025-05-11,3,80000.0,0.15,204000.0
1927,122,103,Delhi,2025-07-23,5,1300.0,0.35,4225.0
1928,202,106,Delhi,2025-05-12,5,80000.0,0.05,380000.0
1929,197,106,Mumbai,2025-11-09,1,80000.0,0.2,64000.0
1930,120,103,Delhi,2026-02-27,5,1300.0,0.25,4875.0
1931,553,108,Mumbai,2025-12-04,3,15000.0,0.3,31500.0
1932,429,106,Delhi,2025-08-10,2,80000.0,0.05,152000.0
1934,184,109,Hyderabad,2025-05-18,2,65000.0,0.1,117000.0
1935,780,110,Delhi,2025-09-05,4,45000.0,0.35,117000.0
1936,776,108,Chennai,2026-04-01,2,15000.0,0.15,25500.0
1937,446,107,Bangalore,2025-02-05,1,50000.0,0.1,45000.0
1938,450,107,Bangalore,2025-07-28,2,50000.0,0.25,75000.0
1939,18,105,Mumbai,2025-09-09,3,45000.0,0.4,81000.0
1940,979,102,Hyderabad,2025-12-29,1,70000.0,0.15,59500.0
1941,32,110,Mumbai,2026-02-27,2,45000.0,0.25,67500.0
1942,832,106,Delhi,2026-02-26,1,80000.0,0.4,48000.0
1943,969,101,Chennai,2025-09-23,4,250000.0,0.3,700000.0
1944,120,110,Delhi,2026-02-04,5,45000.0,0.15,191250.0
1945,642,102,Bangalore,2025-07-18,5,70000.0,0.4,210000.0
1946,27,109,Chennai,2025-12-19,3,65000.0,0.1,175500.0
1947,44,104,Mumbai,2025-03-06,3,8000.0,0.4,14400.0
1948,232,105,Chennai,2025-08-18,5,45000.0,0.15,191250.0
1949,771,102,Bangalore,2025-02-09,4,70000.0,0.35,182000.0
1950,298,107,Delhi,2025-07-06,1,50000.0,0.25,37500.0
1951,126,110,Hyderabad,2025-08-23,2,45000.0,0.3,62999.99999999999
1952,799,108,Delhi,2025-12-31,5,15000.0,0.4,45000.0
1953,445,109,Chennai,2025-05-18,5,65000.0,0.3,227500.0
1954,710,101,Mumbai,2025-11-13,2,250000.0,0.25,375000.0
1955,468,107,Mumbai,2025-09-12,1,50000.0,0.35,32500.0
1956,862,106,Chennai,2026-03-15,3,80000.0,0.25,180000.0
1957,482,110,Chennai,2025-08-06,4,45000.0,0.1,162000.0
1958,922,101,Bangalore,2025-12-20,1,250000.0,0.4,150000.0
1959,219,102,Mumbai,2026-03-11,3,70000.0,0.15,178500.0
1960,580,109,Chennai,2025-08-02,2,65000.0,0.3,91000.0
1961,925,104,Hyderabad,2025-10-12,2,8000.0,0.3,11200.0
1962,115,101,Chennai,2025-09-28,1,250000.0,0.4,150000.0
1963,158,108,Delhi,2026-03-31,1,15000.0,0.1,13500.0
1964,663,109,Hyderabad,2026-02-19,3,65000.0,0.15,165750.0
1965,643,107,Mumbai,2025-09-22,5,50000.0,0.1,225000.0
1966,789,102,Chennai,2025-09-07,1,70000.0,0.35,45500.0
1967,186,103,Chennai,2025-12-20,2,1300.0,0.3,1820.0
1968,372,108,Mumbai,2026-01-27,1,15000.0,0.35,9750.0
1969,332,105,Mumbai,2025-11-02,4,45000.0,0.4,108000.0
1970,361,104,Delhi,2026-04-09,5,8000.0,0.35,26000.0
1971,974,109,Bangalore,2025-10-04,5,65000.0,0.35,211250.0
1972,733,101,Delhi,2025-11-12,1,250000.0,0.1,225000.0
1973,869,102,Mumbai,2025-09-22,2,70000.0,0.2,112000.0
1974,1,105,Hyderabad,2026-02-21,1,45000.0,0.35,29250.0
1975,132,108,Delhi,2025-10-24,4,15000.0,0.3,42000.0
1976,848,104,Hyderabad,2026-02-11,2,8000.0,0.1,14400.0
1977,22,104,Chennai,2025-10-09,4,8000.0,0.05,30400.0
1978,316,107,Delhi,2025-07-09,4,50000.0,0.25,150000.0
1979,470,101,Mumbai,2026-03-17,5,250000.0,0.1,1125000.0
1980,627,108,Bangalore,2025-06-13,1,15000.0,0.1,13500.0
1981,783,103,Hyderabad,2025-10-05,1,1300.0,0.3,910.0
1982,296,109,Bangalore,2026-03-18,1,65000.0,0.3,45500.0
1983,53,106,Hyderabad,2025-09-09,2,80000.0,0.25,120000.0
1984,776,107,Chennai,2026-02-01,5,50000.0,0.35,162500.0
1985,294,101,Hyderabad,2025-05-25,3,250000.0,0.05,712500.0
1986,388,102,Bangalore,2025-04-29,1,70000.0,0.4,42000.0
1987,530,109,Delhi,2025-11-09,3,65000.0,0.25,146250.0
1988,414,106,Delhi,2025-08-20,3,80000.0,0.05,228000.0
1989,674,108,Bangalore,2026-01-26,2,15000.0,0.35,19500.0
1990,972,104,Bangalore,2026-01-11,3,8000.0,0.4,14400.0
1991,503,107,Delhi,2025-06-26,4,50000.0,0.4,120000.0
1992,14,101,Hyderabad,2025-06-12,4,250000.0,0.15,850000.0
1993,914,102,Chennai,2025-06-04,4,70000.0,0.3,196000.0
1994,579,110,Mumbai,2025-03-05,1,45000.0,0.15,38250.0
1995,982,109,Mumbai,2026-02-24,3,65000.0,0.4,117000.0
1996,633,108,Delhi,2025-04-07,1,15000.0,0.35,9750.0
1997,840,107,Delhi,2025-04-30,5,50000.0,0.05,237500.0
1998,423,108,Hyderabad,2025-10-14,3,15000.0,0.25,33750.0
1999,190,105,Chennai,2025-10-23,3,45000.0,0.05,128250.0
2000,92,103,Chennai,2025-03-11,3,1300.0,0.05,3705.0
2001,249,106,Bangalore,2026-02-16,4,80000.0,0.2,256000.0
2002,854,105,Hyderabad,2025-10-08,4,45000.0,0.2,144000.0
2003,923,102,Mumbai,2026-01-31,2,70000.0,0.35,91000.0
2004,518,108,Bangalore,2025-06-12,5,15000.0,0.2,60000.0
2005,724,101,Chennai,2026-01-26,4,250000.0,0.05,950000.0
2006,120,107,Delhi,2025-06-09,2,50000.0,0.2,80000.0
2007,872,102,Mumbai,2026-01-11,5,70000.0,0.3,245000.0
2008,400,109,Chennai,2025-11-10,2,65000.0,0.1,117000.0
2009,353,110,Bangalore,2025-02-07,2,45000.0,0.35,58500.0
2010,174,105,Hyderabad,2025-05-20,2,45000.0,0.1,81000.0
2011,850,101,Chennai,2025-10-02,4,250000.0,0.3,700000.0
2012,282,108,Hyderabad,2025-12-22,2,15000.0,0.1,27000.0
2013,620,107,Mumbai,2025-12-09,3,50000.0,0.25,112500.0
2014,93,107,Mumbai,2025-12-09,3,50000.0,0.05,142500.0
2015,122,110,Delhi,2026-02-20,3,45000.0,0.25,101250.0
2016,391,109,Mumbai,2025-08-03,4,65000.0,0.4,156000.0
2017,201,107,Bangalore,2025-05-14,4,50000.0,0.1,180000.0
2018,775,102,Chennai,2025-07-24,2,70000.0,0.3,98000.0
2019,275,106,Bangalore,2026-02-04,3,80000.0,0.1,216000.0
2020,336,106,Chennai,2025-05-11,4,80000.0,0.35,208000.0
2021,415,102,Delhi,2025-10-06,3,70000.0,0.05,199500.0
2022,694,102,Hyderabad,2025-11-27,1,70000.0,0.2,56000.0
2023,976,104,Chennai,2025-09-28,5,8000.0,0.35,26000.0
2024,733,109,Delhi,2025-06-03,4,65000.0,0.4,156000.0
2025,653,109,Mumbai,2025-04-24,3,65000.0,0.3,136500.0
2026,641,106,Bangalore,2026-01-03,5,80000.0,0.05,380000.0
2027,569,108,Mumbai,2025-05-23,3,15000.0,0.3,31500.0
2028,350,103,Chennai,2025-12-28,1,1300.0,0.2,1040.0
2029,978,101,Delhi,2025-08-28,1,250000.0,0.3,175000.0
2030,174,105,Hyderabad,2026-03-09,4,45000.0,0.05,171000.0
2031,88,101,Chennai,2025-11-19,3,250000.0,0.2,600000.0
2032,356,102,Hyderabad,2026-02-11,3,70000.0,0.3,147000.0
2033,895,109,Bangalore,2025-06-29,4,65000.0,0.35,169000.0
2034,850,104,Chennai,2026-02-02,1,8000.0,0.15,6800.0
2035,814,102,Hyderabad,2025-09-12,5,70000.0,0.25,262500.0
2036,884,103,Delhi,2025-09-22,2,1300.0,0.25,1950.0
2037,45,102,Delhi,2026-01-06,2,70000.0,0.3,98000.0
2038,934,105,Hyderabad,2025-07-10,4,45000.0,0.25,135000.0
2039,216,104,Chennai,2026-04-10,3,8000.0,0.05,22800.0
2040,57,110,Hyderabad,2025-08-14,5,45000.0,0.35,146250.0
2041,814,102,Hyderabad,2025-04-30,2,70000.0,0.1,126000.0
2042,308,107,Mumbai,2025-02-10,1,50000.0,0.05,47500.0
2043,176,110,Chennai,2026-01-30,2,45000.0,0.35,58500.0
2044,409,104,Bangalore,2025-06-15,3,8000.0,0.15,20400.0
2045,804,106,Bangalore,2026-03-23,5,80000.0,0.4,240000.0
2046,166,103,Bangalore,2026-02-13,4,1300.0,0.4,3120.0
2047,189,102,Chennai,2025-07-29,3,70000.0,0.05,199500.0
2048,635,107,Delhi,2025-08-14,3,50000.0,0.2,120000.0
2049,325,102,Bangalore,2025-09-27,5,70000.0,0.15,297500.0
2050,328,110,Mumbai,2025-11-02,3,45000.0,0.2,108000.0
2051,879,107,Mumbai,2025-07-17,4,50000.0,0.05,190000.0
2052,714,106,Mumbai,2025-09-12,1,80000.0,0.3,56000.0
2053,86,107,Mumbai,2026-02-01,2,50000.0,0.25,75000.0
2054,180,106,Bangalore,2026-04-03,2,80000.0,0.25,120000.0
2055,682,101,Delhi,2025-10-13,3,250000.0,0.05,712500.0
2056,713,108,Hyderabad,2025-04-26,1,15000.0,0.35,9750.0
2057,541,102,Delhi,2025-10-07,2,70000.0,0.05,133000.0
2058,825,101,Bangalore,2025-07-06,5,250000.0,0.05,1187500.0
2059,284,102,Chennai,2025-07-10,1,70000.0,0.15,59500.0
2060,856,106,Bangalore,2025-05-06,4,80000.0,0.4,192000.0
2061,858,106,Hyderabad,2025-10-02,3,80000.0,0.1,216000.0
2062,165,102,Hyderabad,2026-01-08,5,70000.0,0.2,280000.0
2063,872,107,Mumbai,2025-09-09,4,50000.0,0.35,130000.0
2064,878,101,Chennai,2025-12-17,3,250000.0,0.25,562500.0
2065,134,107,Bangalore,2025-07-18,3,50000.0,0.25,112500.0
2066,655,104,Delhi,2026-04-09,4,8000.0,0.4,19200.0
2067,34,104,Hyderabad,2026-06-03,1,8000.0,0.3,5600.0
2068,816,105,Delhi,2025-06-07,1,45000.0,0.1,40500.0
2069,791,105,Hyderabad,2026-01-05,1,45000.0,0.4,27000.0
2070,283,107,Chennai,2025-07-24,2,50000.0,0.15,85000.0
2071,803,101,Chennai,2025-09-14,5,250000.0,0.2,1000000.0
2072,224,105,Mumbai,2025-12-08,2,45000.0,0.2,72000.0
2073,137,107,Mumbai,2025-09-27,3,50000.0,0.35,97500.0
2074,168,106,Mumbai,2025-09-14,4,80000.0,0.15,272000.0
2075,935,108,Mumbai,2026-04-03,2,15000.0,0.2,24000.0
2076,821,107,Delhi,2026-03-29,3,50000.0,0.25,112500.0
2077,245,109,Delhi,2025-03-10,1,65000.0,0.15,55250.0
2078,902,101,Mumbai,2025-12-16,1,250000.0,0.3,175000.0
2079,495,110,Hyderabad,2025-09-01,3,45000.0,0.25,101250.0
2080,109,104,Mumbai,2025-06-23,4,8000.0,0.4,19200.0
2081,495,103,Hyderabad,2025-11-04,4,1300.0,0.25,3900.0
2082,557,107,Hyderabad,2025-08-21,1,50000.0,0.25,37500.0
2083,379,102,Mumbai,2025-06-05,2,70000.0,0.1,126000.0
2084,349,102,Bangalore,2025-08-28,2,70000.0,0.3,98000.0
2085,611,106,Mumbai,2026-03-31,1,80000.0,0.25,60000.0
2086,402,109,Bangalore,2025-08-23,2,65000.0,0.2,104000.0
2087,530,101,Delhi,2025-12-31,5,250000.0,0.15,1062500.0
2088,508,104,Bangalore,2026-03-27,3,8000.0,0.05,22800.0
2089,141,110,Bangalore,2025-06-02,1,45000.0,0.25,33750.0
2090,559,103,Hyderabad,2025-06-30,3,1300.0,0.35,2535.0
2091,934,106,Hyderabad,2026-03-08,3,80000.0,0.05,228000.0
2092,981,105,Mumbai,2025-06-21,3,45000.0,0.25,101250.0
2093,81,109,Chennai,2025-10-11,4,65000.0,0.05,247000.0
2094,542,107,Chennai,2025-06-15,1,50000.0,0.2,40000.0
2095,375,108,Chennai,2025-07-26,4,15000.0,0.05,57000.0
2096,141,106,Bangalore,2025-07-11,1,80000.0,0.1,72000.0
2097,703,108,Delhi,2025-09-18,1,15000.0,0.35,9750.0
2098,459,104,Mumbai,2026-01-17,1,8000.0,0.35,5200.0
2099,938,102,Hyderabad,2025-12-10,1,70000.0,0.25,52500.0
2100,667,110,Bangalore,2025-07-23,1,45000.0,0.25,33750.0
2101,119,102,Delhi,2025-11-16,1,70000.0,0.15,59500.0
2102,87,104,Chennai,2025-08-27,4,8000.0,0.25,24000.0
2103,771,108,Bangalore,2025-04-26,3,15000.0,0.2,36000.0
2104,950,105,Delhi,2025-04-18,3,45000.0,0.05,128250.0
2105,305,104,Delhi,2025-05-28,5,8000.0,0.05,38000.0
2106,550,101,Chennai,2025-11-09,2,250000.0,0.35,325000.0
2107,415,106,Delhi,2025-06-16,5,80000.0,0.1,360000.0
2108,778,107,Mumbai,2026-01-22,2,50000.0,0.25,75000.0
2109,616,107,Bangalore,2025-12-24,2,50000.0,0.25,75000.0
2110,961,105,Hyderabad,2025-09-27,5,45000.0,0.15,191250.0
2111,620,109,Mumbai,2025-09-30,1,65000.0,0.2,52000.0
2112,99,104,Mumbai,2025-08-31,5,8000.0,0.4,24000.0
2113,334,108,Chennai,2026-08-03,4,15000.0,0.2,48000.0
2114,182,102,Hyderabad,2025-05-05,4,70000.0,0.05,266000.0
2115,628,109,Chennai,2026-02-24,1,65000.0,0.1,58500.0
2116,687,103,Hyderabad,2025-10-23,3,1300.0,0.2,3120.0
2117,13,101,Bangalore,2025-11-30,3,250000.0,0.25,562500.0
2118,272,109,Delhi,2026-03-31,1,65000.0,0.3,45500.0
2119,553,107,Mumbai,2025-05-02,3,50000.0,0.25,112500.0
2120,72,105,Chennai,2025-11-15,4,45000.0,0.3,126000.0
2121,964,101,Mumbai,2025-05-18,3,250000.0,0.35,487500.0
2122,890,101,Chennai,2026-07-02,4,250000.0,0.2,800000.0
2123,165,104,Hyderabad,2025-05-18,1,8000.0,0.25,6000.0
2124,183,107,Hyderabad,2025-06-13,5,50000.0,0.15,212500.0
2125,113,103,Delhi,2025-10-30,4,1300.0,0.1,4680.0
2126,867,109,Chennai,2025-07-16,2,65000.0,0.3,91000.0
2127,334,108,Chennai,2026-04-05,4,15000.0,0.3,42000.0
2128,874,105,Mumbai,2025-06-09,2,45000.0,0.3,62999.99999999999
2129,3,110,Delhi,2025-08-04,2,45000.0,0.1,81000.0
2130,193,106,Bangalore,2026-03-20,4,80000.0,0.15,272000.0
2131,712,101,Hyderabad,2025-08-20,4,250000.0,0.2,800000.0
2132,981,110,Mumbai,2026-02-23,1,45000.0,0.1,40500.0
2133,462,110,Bangalore,2026-12-03,2,45000.0,0.05,85500.0
2134,822,104,Hyderabad,2025-01-11,1,8000.0,0.3,5600.0
2135,530,108,Delhi,2025-07-02,3,15000.0,0.2,36000.0
2136,146,108,Bangalore,2025-06-19,2,15000.0,0.2,24000.0
2137,965,110,Mumbai,2025-12-26,1,45000.0,0.25,33750.0
2138,406,105,Delhi,2025-09-30,4,45000.0,0.15,153000.0
2139,68,102,Chennai,2025-09-30,1,70000.0,0.15,59500.0
2140,636,103,Mumbai,2026-03-19,5,1300.0,0.2,5200.0
2141,774,107,Hyderabad,2025-08-12,2,50000.0,0.1,90000.0
2142,852,105,Mumbai,2025-09-20,1,45000.0,0.2,36000.0
2143,239,106,Delhi,2025-12-18,4,80000.0,0.15,272000.0
2144,236,104,Bangalore,2026-07-02,3,8000.0,0.15,20400.0
2145,6,102,Hyderabad,2025-10-22,5,70000.0,0.3,245000.0
2146,735,109,Bangalore,2025-04-27,3,65000.0,0.1,175500.0
2147,283,109,Chennai,2025-09-16,5,65000.0,0.3,227500.0
2148,963,103,Chennai,2026-02-07,3,1300.0,0.3,2730.0
2149,1,103,Hyderabad,2025-10-16,4,1300.0,0.2,4160.0
2150,976,101,Chennai,2025-10-15,5,250000.0,0.15,1062500.0
2151,79,104,Bangalore,2025-05-21,4,8000.0,0.1,28800.0
2152,600,106,Chennai,2025-12-30,2,80000.0,0.35,104000.0
2153,150,108,Mumbai,2025-05-17,4,15000.0,0.3,42000.0
2154,216,104,Chennai,2025-05-29,4,8000.0,0.35,20800.0
2155,504,103,Mumbai,2025-12-19,5,1300.0,0.05,6175.0
2156,391,101,Mumbai,2026-03-31,3,250000.0,0.25,562500.0
2157,902,104,Mumbai,2025-07-07,5,8000.0,0.35,26000.0
2158,432,108,Mumbai,2025-06-26,5,15000.0,0.1,67500.0
2159,948,108,Mumbai,2025-11-25,4,15000.0,0.35,39000.0
2160,440,106,Hyderabad,2025-08-20,1,80000.0,0.4,48000.0
2161,283,103,Chennai,2025-12-15,2,1300.0,0.4,1560.0
2162,868,106,Hyderabad,2025-11-11,1,80000.0,0.35,52000.0
2163,61,103,Chennai,2026-02-02,1,1300.0,0.3,910.0
2165,217,108,Bangalore,2025-09-09,4,15000.0,0.1,54000.0
2166,191,109,Bangalore,2025-04-17,2,65000.0,0.4,78000.0
2167,560,103,Hyderabad,2026-04-02,3,1300.0,0.15,3315.0
2168,250,101,Mumbai,2025-07-05,3,250000.0,0.35,487500.0
2169,699,108,Mumbai,2025-09-09,3,15000.0,0.05,42750.0
2170,172,105,Delhi,2025-07-18,3,45000.0,0.3,94500.0
2171,442,109,Chennai,2026-07-02,5,65000.0,0.35,211250.0
2172,264,104,Bangalore,2025-09-10,1,8000.0,0.35,5200.0
2173,599,102,Mumbai,2025-04-21,2,70000.0,0.15,119000.0
2174,104,110,Hyderabad,2025-09-12,3,45000.0,0.4,81000.0
2175,633,102,Delhi,2025-10-07,4,70000.0,0.05,266000.0
2176,66,102,Bangalore,2025-10-30,5,70000.0,0.15,297500.0
2177,962,102,Mumbai,2025-07-23,3,70000.0,0.25,157500.0
2178,71,109,Bangalore,2025-12-11,4,65000.0,0.05,247000.0
2179,312,109,Bangalore,2025-08-27,5,65000.0,0.15,276250.0
2180,301,109,Delhi,2025-12-06,2,65000.0,0.05,123500.0
2181,198,101,Chennai,2025-12-28,3,250000.0,0.05,712500.0
2182,748,101,Chennai,2025-12-08,1,250000.0,0.1,225000.0
2183,585,107,Delhi,2025-11-13,1,50000.0,0.2,40000.0
2184,519,109,Bangalore,2026-03-07,5,65000.0,0.2,260000.0
2185,71,108,Bangalore,2026-02-19,2,15000.0,0.3,21000.0
2186,409,110,Bangalore,2025-11-09,3,45000.0,0.2,108000.0
2187,232,108,Chennai,2026-02-03,4,15000.0,0.25,45000.0
2188,53,110,Hyderabad,2026-04-14,5,45000.0,0.2,180000.0
2189,534,101,Delhi,2025-11-06,3,250000.0,0.2,600000.0
2190,324,102,Chennai,2026-01-13,5,70000.0,0.05,332500.0
2191,917,107,Hyderabad,2025-09-04,1,50000.0,0.2,40000.0
2192,221,105,Hyderabad,2025-07-17,1,45000.0,0.25,33750.0
